employee_id,employee_name,department,working_hours_per_day,sleep_hours,stress_level,meetings_per_day,work_mode,productivity_score,salary,leaves_taken,burnout_risk
EMP1175,Alexander Moore,HR,14.0,5.1,3,3,Remote,46,63389.0,8,High
EMP2840,Sergio Turner,,11.8,5.8,10,0,Remote,68,73477.0,16,Low
EMP3949,Justin Riley,Operations,13.1,3.3,7,2,Onsite,65,,6,High
EMP1927,Abigail Miller,Marketing,6.6,5.5,3,1,Hybrid,51,81127.0,8,Medium
EMP5755,Zachary Hernandez,Support,11.2,3.3,4,0,Remote,52,95429.0,2,High
EMP1045,Jennifer Moore,HR,6.7,3.6,9,6,Remote,79,221471.0,4,Low
EMP5878,Brianna Dalton,Finance,9.3,7.8,6,3,Onsite,81,249691.0,0,Low
EMP5256,Samuel Murillo,Sales,12.0,7.1,2,5,Remote,71,199506.0,22,Medium
EMP4758,Michelle Norman,HR,14.6,7.3,8,10,Hybrid,40,85153.0,9,High
EMP3980,Elizabeth Ramos,IT,7.5,3.1,5,9,Onsite,48,61437.0,26,Medium
EMP1283,Terry Francis,Finance,10.0,6.2,4,3,Remote,69,115743.0,4,High
EMP2740,John Bradford,Finance,7.2,5.5,1,11,Hybrid,69,247672.0,28,High
EMP2717,Melissa Brown,HR,8.4,8.6,9,3,Remote,49,245204.0,21,Low
EMP2454,Randy Sanchez,Marketing,4.5,7.8,4,0,Remote,44,39851.0,4,Medium
EMP2909,Vanessa Lopez,Marketing,14.3,6.1,7,3,Onsite,76,117047.0,23,Low
EMP5945,Gabriel White,Finance,11.0,4.9,6,3,Onsite,61,66281.0,25,Low
EMP2183,Courtney Allen,Sales,,8.7,4,7,Hybrid,83,144481.0,4,Low
EMP2049,Rita Mason,Marketing,4.9,3.2,8,10,Onsite,47,117535.0,26,Medium
EMP2330,Lisa Hamilton,IT,8.6,5.1,9,6,Remote,73,225561.0,10,Medium
EMP3223,Kathy Gould,Marketing,12.6,5.2,4,8,Hybrid,46,171783.0,22,Medium
EMP3229,Rick Bradford,Marketing,5.2,7.4,6,9,Hybrid,96,81221.0,26,High
EMP3899,Elizabeth Wood,HR,13.5,5.6,10,4,Onsite,90,141287.0,13,Low
EMP4942,Ashley Nichols,HR,5.4,8.0,1,5,Hybrid,41,187827.0,29,Low
EMP5725,Lisa Walker,Finance,14.8,6.7,4,4,Onsite,100,47448.0,23,Medium
EMP1257,Tina Wood,Operations,13.0,8.7,3,4,Remote,42,100400.0,30,Medium
EMP3331,Jason Hernandez,Finance,6.5,3.7,2,12,Hybrid,77,136023.0,3,Low
EMP1099,Morgan Dunn,Support,10.5,,4,4,Hybrid,85,99112.0,22,Low
EMP2487,George Rogers,Support,6.7,8.5,10,10,Hybrid,48,183740.0,8,Medium
EMP2374,Brian Smith,Sales,13.8,8.8,7,10,Onsite,68,200173.0,3,Low
EMP5148,Juan Quinn,IT,11.2,3.6,2,9,Hybrid,80,211060.0,5,Medium
EMP4358,Kevin Moran,HR,10.3,4.8,6,0,Hybrid,51,63625.0,25,Medium
EMP4625,Maria Hall,Finance,6.7,6.2,3,2,Remote,44,91421.0,1,Low
EMP2721,Nicholas Clark,Sales,8.7,4.2,1,6,Hybrid,58,127176.0,28,Medium
EMP1366,Mary Davies,HR,14.2,3.9,8,0,Onsite,67,78036.0,22,Medium
EMP4585,,Operations,14.0,3.5,4,12,Hybrid,73,93343.0,25,Low
EMP4402,Jason Barrett,Operations,11.8,3.9,5,2,Hybrid,83,124578.0,21,Low
EMP3732,Samantha Rogers,Operations,10.9,6.9,high,8,Hybrid,88,30417.0,24,High
EMP1949,Steven Garcia,IT,11.8,7.4,5,1,Hybrid,46,171014.0,1,Low
EMP5104,Desiree Farmer,Marketing,8.6,7.7,6,6,Onsite,47,43325.0,11,Medium
EMP1019,Brandon Brown,HR,4.9,5.9,2,12,Onsite,74,225758.0,4,Medium
EMP3439,Edward Woods,Support,8.4,7.1,2,7,Onsite,97,102796.0,6,Medium
EMP1668,Deborah Lee,HR,,5.1,3,4,Hybrid,63,177608.0,7,Medium
EMP1218,David Donovan,Marketing,14.4,3.2,3,10,Remote,68,122246.0,11,High
EMP2268,Grant Potter,HR,10.3,8.7,3,10,Remote,58,30517.0,9,Medium
EMP5577,Daniel Allen,IT,9.2,6.7,6,4,Remote,93,178232.0,4,Low
EMP4547,Katie Navarro DDS,Sales,8.8,4.6,10,11,Remote,87,73301.0,10,High
EMP4703,Linda Davis,Finance,9.3,5.2,3,9,Remote,83,205353.0,8,Medium
EMP5974,Michael Lowe,Marketing,15.0,7.5,5,4,Remote,92,157918.0,15,Low
EMP5804,Derek Wright,Marketing,,8.6,4,1,Hybrid,41,187459.0,0,Low
EMP5017,Katherine Hoffman,Support,12.2,3.8,6,4,Hybrid,81,85885.0,9,Medium
EMP4000,Gabriella Becker,Operations,,8.8,10,2,Hybrid,81,194566.0,14,Low
EMP2018,Jamie Williams,Support,8.1,6.2,10,8,Hybrid,73,229164.0,12,High
EMP3420,Regina Huber,HR,5.0,7.3,7,2,Remote,67,94801.0,5,High
EMP4912,Patricia Guerrero,Sales,7.0,5.8,3,7,Hybrid,60,198380.0,15,Low
EMP1517,Nicholas Fisher,Sales,10.4,7.4,3,1,Hybrid,64,197365.0,19,High
EMP5020,Christopher Roth,Sales,13.5,7.4,8,12,Hybrid,78,209560.0,25,Medium
EMP2505,Bailey Rivas,Finance,12.2,4.3,2,5,Hybrid,50,157922.0,10,High
EMP3413,,IT,14.9,7.0,8,12,Hybrid,79,44044.0,11,High
EMP2652,Kirk Holden,it,11.9,4.1,10,4,Remote,75,97738.0,2,High
EMP5813,Jennifer Fletcher MD,IT,4.8,,10,0,Onsite,54,142944.0,29,High
EMP2406,,IT,14.5,7.3,3,11,Hybrid,52,138259.0,18,Low
EMP2392,Renee Mendez,IT,13.7,4.0,1,9,Hybrid,62,149211.0,18,Low
EMP3533,Brandon Salazar,HR,12.0,3.4,3,5,Remote,69,198688.0,27,Medium
EMP3753,Patrick Miller,Support,9.9,8.1,10,8,Hybrid,69,225608.0,8,Medium
EMP2052,Katie Cooper,Finance,10.9,7.9,4,3,Hybrid,71,120158.0,1,High
EMP5966,,HR,14.7,8.6,8,7,Hybrid,90,146576.0,14,Medium
EMP1759,Mr. Kevin Nelson,Sales,13.7,4.8,5,6,Remote,85,115246.0,2,High
EMP3874,Jennifer Griffin,Finance,6.2,8.0,8,1,Onsite,63,125735.0,25,Medium
EMP2090,,Support,13.8,6.4,6,4,Remote,75,47219.0,4,Medium
EMP1214,Amanda French,Marketing,7.5,3.5,5,4,Remote,68,182973.0,22,High
EMP2224,Michael Ellis,Sales,14.3,3.8,8,8,Onsite,83,202412.0,28,Low
EMP4878,Gregory Williams,Support,4.9,4.8,7,0,Hybrid,62,200331.0,19,Medium
EMP5753,Jody Browning,Marketing,5.3,4.4,5,2,Remote,61,228317.0,12,Low
EMP2413,,Finance,12.3,6.7,5,12,Remote,55,177128.0,16,High
EMP1196,Mr. Christopher Barber,Support,13.6,3.3,8,5,Onsite,75,51893.0,22,Low
EMP2545,Heather Murphy,IT,9.9,5.0,1,9,Hybrid,69,180832.0,5,High
EMP2752,John Thompson,Sales,11.1,4.3,1,4,Hybrid,55,30445.0,27,Medium
EMP2379,Benjamin Padilla,Finance,11.8,6.9,9,1,Hybrid,98,59094.0,7,Medium
EMP2056,Maria Lee,Marketing,,7.1,9,9,Remote,56,203436.0,17,Medium
EMP3209,Jessica Willis,Finance,9.6,8.8,1,11,Remote,81,140711.0,2,Low
EMP1887,Lisa Smith,Marketing,8.7,6.1,7,1,Remote,88,107386.0,3,High
EMP5810,Jacob Howell,Support,14.6,5.1,2,3,Remote,96,91763.0,26,High
EMP3801,,,4.1,7.8,6,4,Onsite,74,245894.0,30,Medium
EMP3671,Adrian Sanchez,Marketing,7.3,3.8,10,0,Remote,68,95285.0,20,High
EMP1568,Hannah Rodriguez,Support,9.7,5.3,4,8,Hybrid,65,117510.0,26,Medium
EMP5307,Matthew Mendoza,Operations,5.8,3.8,10,12,Remote,91,94517.0,1,Low
EMP4509,Autumn Zuniga,Marketing,11.1,7.2,4,11,Onsite,64,182347.0,0,High
EMP1139,Joseph Howell,IT,6.4,,8,11,Remote,59,195194.0,13,Low
EMP4529,Beverly Wilson,Marketing,8.1,8.6,3,9,Remote,46,46484.0,17,Low
EMP2632,Michelle Hinton,Marketing,9.1,8.8,1,11,Onsite,42,203788.0,21,Medium
EMP4980,Barbara Hancock,Operations,9.9,4.5,3,2,Remote,67,70329.0,6,Low
EMP1463,Margaret Stevens,Support,6.3,6.9,9,0,Onsite,95,229551.0,30,Low
EMP4032,Erica Owens,Sales,13.7,3.5,6,3,Hybrid,80,fifty thousand,14,Medium
EMP1594,Amanda Olsen,IT,12.6,5.1,7,6,Onsite,77,77510.0,16,High
EMP3333,Chelsea Buck,Marketing,10.1,5.0,7,5,Onsite,46,229218.0,29,High
EMP1450,Katherine Case,IT,8.6,3.9,10,9,Onsite,88,51267.0,29,Low
EMP2728,Mark Larson,IT,8.8,7.9,9,11,Onsite,79,144109.0,4,Medium
EMP2480,Kyle Kim,HR,12.9,6.1,9,12,Hybrid,77,211866.0,11,High
EMP2818,Anna Smith,Support,5.1,3.4,1,0,Remote,98,38828.0,10,Medium
EMP5685,Mary Hill,Support,13.5,7.7,8,10,remote,100,89053.0,23,Low
EMP5521,Erica Lynch,HR,4.9,6.1,7,7,Remote,95,205395.0,19,Low
EMP5924,Corey Carr,Support,8.9,4.9,2,12,Remote,49,234447.0,27,High
EMP5366,Tiffany Hunt,IT,5.4,8.4,10,0,Remote,100,80222.0,6,Low
EMP1451,Amy Aguilar,Marketing,12.6,8.2,6,6,Onsite,56,125412.0,20,High
EMP5367,Diana Castillo,Marketing,6.0,,6,4,Remote,75,35736.0,29,Medium
EMP4215,Anthony Livingston,Finance,11.6,4.8,4,2,Onsite,62,49325.0,3,High
EMP4149,Brian Smith,Finance,8.0,8.7,5,1,Onsite,72,136505.0,23,High
EMP4483,Gregory King,Operations,10.8,6.5,3,2,Hybrid,98,202518.0,22,Medium
EMP4292,Brittany Drake,IT,10.6,7.0,2,7,Hybrid,48,165587.0,4,Medium
EMP5853,Kelly Brown,Marketing,14.0,5.2,9,6,Remote,79,210408.0,10,Low
EMP1999,Xavier Yates,Support,8.9,6.0,2,2,Remote,81,120351.0,10,Low
EMP5845,Michelle Montgomery,Support,8.7,6.4,3,6,Remote,64,173259.0,24,Low
EMP4426,Kyle Reese,Support,12.6,8.4,5,12,Hybrid,69,246984.0,0,High
EMP1192,Robert Holmes,Finance,12.5,7.9,3,11,Onsite,68,36453.0,13,High
EMP5039,Randy Green,HR,12.4,6.6,5,12,Hybrid,53,,20,Medium
EMP5335,Makayla Jackson,Support,7.8,7.5,high,0,Onsite,73,109155.0,23,High
EMP4622,Nicole Grimes,IT,8.1,3.8,7,5,Onsite,78,178660.0,11,High
EMP5386,Kathryn Wilcox,it,14.6,6.9,5,2,Remote,67,231208.0,15,Low
EMP5589,Jennifer Maxwell,Marketing,4.9,4.1,3,2,Hybrid,58,190965.0,3,Medium
EMP3172,Jonathan Braun,Operations,14.2,4.3,9,7,Onsite,91,,3,Low
EMP3750,Stacy Bowers,Sales,6.9,4.6,5,7,Remote,47,fifty thousand,24,High
EMP3127,Peter Phillips,Operations,12.3,8.2,1,2,Onsite,65,231742.0,7,Medium
EMP2907,,HR,10.0,6.1,10,0,Onsite,56,169296.0,21,Low
EMP4910,Jason Robinson,IT,4.0,7.5,1,12,Hybrid,97,126290.0,14,High
EMP5348,Kara Warren,HR,8.6,,5,8,Onsite,73,164771.0,4,Medium
EMP3314,Michelle Barnett,Marketing,10.1,4.8,7,6,Hybrid,46,63912.0,6,Low
EMP4897,Andrea Brown,Support,12.5,5.9,10,0,Remote,77,,12,Medium
EMP4200,Valerie Clark,Sales,5.3,8.3,7,6,Onsite,68,145502.0,3,Medium
EMP3609,Krystal Miller,Marketing,6.4,7.3,3,0,Remote,48,166605.0,9,High
EMP2822,Richard Blake,Operations,10.2,6.8,5,11,Remote,94,90376.0,3,Medium
EMP5672,Jonathon Lewis,Support,ten,4.8,1,7,Hybrid,55,60285.0,9,High
EMP5608,Pamela Bernard,Marketing,6.7,8.0,5,2,Remote,55,165744.0,13,Medium
EMP5740,,,9.4,5.3,4,4,Hybrid,78,77740.0,27,Low
EMP1191,Amanda Gaines,HR,11.3,8.3,10,2,Remote,78,123754.0,4,High
EMP2879,Brian Mcneil,Finance,4.5,4.3,4,2,Hybrid,95,61090.0,16,Medium
EMP4127,Sara Foley,Marketing,9.7,7.1,10,4,Remote,76,228173.0,25,High
EMP3890,Benjamin Cruz,IT,6.0,7.2,3,10,Remote,49,151391.0,3,Medium
EMP5089,Kevin Freeman,Operations,13.0,3.5,6,9,Remote,66,55876.0,16,Low
EMP3915,Dr. Mark Bruce,Support,13.3,5.4,3,9,Onsite,67,59671.0,0,Low
EMP5606,Aaron Luna,,14.3,8.8,3,2,Hybrid,96,215454.0,28,Medium
EMP2942,Kristin Reynolds,Support,7.6,4.8,8,8,Onsite,71,126212.0,24,High
EMP5665,Lucas Morrison,HR,14.7,7.8,1,11,Onsite,42,144414.0,24,High
EMP3029,Joseph English,Marketing,14.1,6.7,4,5,Hybrid,93,179899.0,7,Medium
EMP4932,Isaac Hicks,HR,11.6,3.9,9,7,Onsite,85,214470.0,4,High
EMP5448,Brian Robinson,HR,11.5,4.4,2,5,Hybrid,94,47189.0,17,Low
EMP4668,Paul Frost,IT,13.9,3.5,10,9,Remote,40,81182.0,16,Medium
EMP1312,Connor Hale,IT,13.9,6.4,1,2,Remote,99,247934.0,10,High
EMP2871,Jesse Thompson,Marketing,5.8,3.8,1,1,Hybrid,43,110599.0,17,Low
EMP1166,Catherine Gray,Support,8.9,5.5,10,7,Onsite,66,96609.0,6,Low
EMP3104,Luis Green,Marketing,5.0,4.6,9,2,Hybrid,92,71742.0,1,Low
EMP2420,Daniel Bryant,IT,5.1,3.1,9,7,Hybrid,65,39589.0,29,Medium
EMP2024,Kimberly Guzman,IT,6.4,7.9,8,0,Remote,47,168533.0,11,Medium
EMP4565,Michael Franco,Operations,4.4,4.9,3,4,Onsite,93,110141.0,2,High
EMP5768,Amber Cox,Finance,9.1,7.9,4,2,Onsite,82,207462.0,0,Medium
EMP2615,,HR,14.2,3.1,6,5,Hybrid,62,240647.0,14,High
EMP3417,Jennifer Hammond,Sales,8.1,3.8,2,12,Hybrid,69,119688.0,10,Low
EMP5645,Teresa Martin,IT,12.0,4.8,3,1,Remote,42,132835.0,11,Low
EMP3053,Kari Baldwin,Finance,10.6,8.1,6,1,Hybrid,46,94258.0,24,Low
EMP4557,Amanda Cooper,HR,11.2,7.2,1,11,Onsite,98,72253.0,9,Low
EMP2200,Alexis Barrera,Marketing,14.0,7.8,3,6,Onsite,92,208695.0,0,High
EMP3497,Lisa Morales,Finance,10.4,8.7,4,1,Remote,100,230824.0,0,High
EMP2212,Christopher Burnett,IT,8.2,8.8,4,1,Onsite,57,57668.0,17,High
EMP4864,James Harris,Marketing,8.9,8.3,5,3,Remote,83,81563.0,22,High
EMP1152,Christopher Smith,IT,9.4,8.5,2,1,Remote,60,184461.0,4,Medium
EMP2876,Donald Wang,Support,12.3,6.0,9,0,Hybrid,73,134144.0,20,High
EMP3726,Melinda West DVM,Marketing,12.7,4.2,8,12,Onsite,95,66910.0,16,Low
EMP5860,Yesenia Green,it,11.5,4.7,1,9,Hybrid,75,71513.0,2,Low
EMP5863,Katelyn Lee MD,IT,8.4,6.5,1,0,Onsite,84,26495.0,22,High
EMP1065,,Finance,12.4,6.1,4,4,Remote,68,45311.0,22,Medium
EMP5765,Anthony Arroyo,Marketing,6.8,7.4,10,8,Remote,72,148240.0,5,High
EMP2837,Melissa Jones,HR,13.6,7.7,2,9,Remote,47,39723.0,22,High
EMP4082,Teresa Thompson,HR,7.3,8.2,3,12,Remote,66,131457.0,0,Medium
EMP2231,Benjamin Johnson,Finance,13.3,3.3,1,9,Remote,69,111127.0,9,Low
EMP5998,David Johnson,Sales,6.9,5.2,2,8,Hybrid,49,122830.0,12,Low
EMP2539,Shelby White,Sales,13.6,3.7,7,7,Hybrid,50,189145.0,25,Low
EMP3067,Kimberly Baker,Finance,10.3,6.9,2,11,Remote,40,133358.0,3,Medium
EMP1031,Christopher Davis,Sales,11.9,3.9,5,3,Remote,43,176828.0,23,High
EMP1937,Daniel Duncan,HR,11.6,7.6,3,10,Remote,68,232360.0,20,Medium
EMP3414,Brandy Chandler,Operations,8.7,5.2,2,9,Onsite,69,123842.0,0,Low
EMP1752,Nancy Carter,Marketing,9.1,6.5,4,9,Hybrid,55,168641.0,5,Low
EMP4366,Thomas Gonzales,Support,7.2,8.5,3,6,Onsite,92,91355.0,24,Low
EMP1309,Alexis Mathews,Operations,12.4,3.6,7,6,Remote,75,149781.0,1,High
EMP3640,Frederick Stout,Support,8.1,4.8,2,11,Hybrid,63,166119.0,4,High
EMP3458,Tracy Rose,HR,13.9,3.7,5,5,Hybrid,48,33239.0,28,Low
EMP4360,Andrea Hall,IT,13.4,3.8,2,8,Hybrid,58,208006.0,20,Low
EMP3266,Kevin Johnson,Operations,5.6,7.9,2,2,Onsite,90,120500.0,12,Low
EMP1495,Christina Walker,Finance,5.1,4.0,1,4,Hybrid,63,235133.0,21,High
EMP4273,Michael Fowler,IT,4.6,4.9,8,1,Hybrid,94,208996.0,28,Low
EMP1205,Rebecca Hardy,,11.3,3.5,6,1,Onsite,73,167627.0,16,High
EMP2135,Erik Waters,Sales,12.3,3.7,4,11,Remote,67,223507.0,7,Low
EMP3877,Mark Martinez,Marketing,13.2,6.0,6,11,Remote,69,201087.0,5,Low
EMP4621,Amy Roth,Sales,8.5,7.0,7,8,Remote,96,63603.0,22,High
EMP1701,Matthew Green,Sales,12.2,8.9,4,1,Hybrid,51,140155.0,27,High
EMP1305,Anthony Thomas,Support,8.5,3.1,5,8,Onsite,58,29493.0,16,High
EMP2192,Michael Hunter,IT,12.8,4.2,1,5,Onsite,86,249432.0,18,Low
EMP5094,Ian Smith,Sales,13.4,7.8,8,10,Hybrid,56,184606.0,23,Medium
EMP4254,Angela Rivas,HR,7.0,4.2,3,1,Onsite,58,129394.0,25,Medium
EMP2061,Christopher Jensen,Operations,10.9,3.2,7,12,Hybrid,41,180328.0,25,Medium
EMP1843,Linda Washington,HR,7.2,8.7,2,2,Hybrid,57,54366.0,22,Low
EMP4433,Ricky Martinez,Marketing,9.8,7.0,6,0,Onsite,45,216026.0,20,Low
EMP3422,Deborah Morris,Operations,12.0,4.6,3,1,Hybrid,92,170110.0,11,Medium
EMP1211,David Kim,Support,7.1,8.2,1,10,Hybrid,61,96622.0,3,Medium
EMP2108,Cathy Rhodes,Marketing,9.3,3.4,4,2,Onsite,95,78916.0,9,High
EMP5008,Jeffrey Beard,IT,4.1,8.9,8,4,Onsite,64,52742.0,23,Low
EMP1679,Margaret Brooks,Support,8.7,5.1,6,5,Hybrid,78,196811.0,0,Low
EMP1565,Julie Baker,Marketing,8.1,3.3,4,8,Hybrid,98,232476.0,11,Medium
EMP4383,Danny Crawford,Finance,11.3,4.0,2,7,Remote,95,35927.0,23,Medium
EMP4861,Anthony Roberts,Finance,12.2,3.8,2,10,Onsite,82,165626.0,21,Medium
EMP1680,Yesenia Wheeler,Support,14.9,6.7,8,9,Remote,49,140464.0,1,Low
EMP1180,Amber Peters,Sales,13.5,8.1,10,9,Onsite,72,125789.0,14,High
EMP4168,Patrick Shepherd,IT,11.0,5.0,2,8,Remote,96,236623.0,17,High
EMP5111,Erin Hansen,Finance,12.3,3.3,7,6,Hybrid,44,108610.0,22,High
EMP3492,Kevin Wade,HR,13.6,4.5,4,0,Onsite,97,228645.0,24,Low
EMP5431,Amy Dudley,Support,6.5,6.1,6,7,Hybrid,53,138471.0,29,High
EMP1278,Angela Edwards,IT,4.2,4.5,1,11,Hybrid,53,176600.0,2,Medium
EMP2723,Troy Davis,HR,6.3,7.4,10,1,Remote,43,222963.0,13,Medium
EMP2204,Mark Tran,Sales,6.8,7.5,2,1,Remote,72,103270.0,11,Medium
EMP2448,Katie Baxter,IT,13.8,5.9,3,4,Hybrid,86,35942.0,3,High
EMP1432,Priscilla Buchanan,Support,13.7,5.1,7,1,Onsite,93,150695.0,25,High
EMP1289,Robert Sanchez,Marketing,9.5,8.8,7,12,Hybrid,73,108554.0,22,Low
EMP2027,Mary Smith,Marketing,5.0,6.7,10,6,Hybrid,64,86032.0,28,High
EMP1535,Darlene Robinson,Marketing,14.5,6.1,9,2,Remote,66,167365.0,17,Medium
EMP4700,Michelle Holland,,8.2,5.5,4,9,Onsite,63,129245.0,15,Medium
EMP2187,Carrie Davis,Support,12.1,8.5,3,7,Onsite,86,127710.0,9,Low
EMP1188,Janice Osborne,Sales,11.7,8.7,9,1,Hybrid,81,200756.0,13,Low
EMP4024,,,7.2,3.3,8,6,Onsite,49,,19,Low
EMP1706,Melanie Shields,Support,5.8,4.8,1,11,Onsite,73,62287.0,14,Medium
EMP4527,Steven Watson,Operations,10.3,4.1,3,12,Onsite,85,180676.0,3,Low
EMP1270,Tyler Brown,IT,12.0,3.1,6,11,Hybrid,55,41285.0,21,Medium
EMP3865,Michael Hill,Support,12.4,7.3,7,11,Remote,58,130979.0,22,Low
EMP5236,Adam Newman,Finance,8.5,3.4,8,12,Hybrid,58,201474.0,27,Medium
EMP3316,Ronald Fernandez,Sales,6.3,7.1,9,10,Onsite,77,181007.0,9,Low
EMP4986,Barbara Stephens,Finance,7.1,4.5,1,6,Onsite,46,139267.0,12,Medium
EMP1111,Larry Flynn,IT,4.3,6.8,4,11,Onsite,50,106461.0,17,Medium
EMP2170,Donald Fisher,IT,11.5,4.4,8,6,Hybrid,87,185587.0,25,Medium
EMP5195,Donald Long,Support,5.9,5.4,4,6,Remote,72,222410.0,8,Medium
EMP1220,Emily Molina,Operations,6.0,6.1,9,1,Hybrid,56,228152.0,8,Low
EMP2272,Carla Cole,Support,10.6,7.8,1,12,Hybrid,46,167179.0,23,High
EMP1627,Lori Turner,Operations,9.1,8.2,5,8,Onsite,68,60419.0,30,Low
EMP2338,,HR,4.3,7.7,9,11,Onsite,78,108223.0,10,Medium
EMP4620,Matthew Smith,Marketing,12.4,5.5,8,10,Onsite,40,98574.0,23,High
EMP3605,Kelly Garner,,6.8,5.8,2,11,Hybrid,84,57205.0,21,Medium
EMP1790,Christina Brady,IT,13.9,7.2,5,4,Onsite,69,198140.0,29,Medium
EMP5442,Hannah Kelley,Finance,9.1,8.5,1,1,Remote,49,189614.0,19,Low
EMP1461,Jeffrey Shea,IT,10.5,5.1,3,4,remote,87,242807.0,22,Low
EMP5916,Ian Chavez,Sales,6.8,7.4,6,3,Hybrid,81,187993.0,19,Medium
EMP1551,Jamie Reese,Sales,6.3,8.4,9,2,Hybrid,50,73232.0,7,Low
EMP4788,Guy Andrews,HR,4.4,6.9,10,9,Hybrid,97,241377.0,13,Low
EMP5512,John Lopez,IT,13.9,7.3,2,3,Onsite,42,,2,Low
EMP1198,Daniel Wilson,IT,14.4,4.3,8,5,Hybrid,99,31991.0,13,High
EMP5717,Mia Horton,Finance,9.3,4.6,4,9,Remote,53,108452.0,22,Low
EMP3167,Kelsey Sellers,Operations,10.2,9.0,4,8,Onsite,78,82775.0,10,High
EMP1402,Rachael Phillips,IT,9.0,4.4,4,2,Remote,89,226889.0,18,Low
EMP4295,Sharon Everett,Finance,7.6,3.9,4,5,Remote,78,179941.0,19,Low
EMP3292,Lindsey Cline,IT,10.9,3.0,5,0,Onsite,55,40374.0,3,Medium
EMP5939,Alison Hopkins,Support,7.5,7.6,4,9,Hybrid,43,86966.0,10,High
EMP5684,,Finance,4.6,3.2,3,2,Remote,44,201920.0,9,High
EMP3378,Betty Gordon,Operations,12.1,8.2,2,1,Hybrid,48,75737.0,4,Medium
EMP5628,,Marketing,4.4,5.0,2,5,Remote,58,50235.0,18,High
EMP1650,Jason Ramirez,,9.2,8.2,10,8,Hybrid,50,43055.0,16,Medium
EMP5490,Donna Monroe,Marketing,14.3,7.8,5,12,Onsite,77,126869.0,12,High
EMP1708,Megan Allen,HR,7.6,3.1,8,9,Hybrid,97,211812.0,28,Low
EMP2055,,Sales,5.4,3.4,5,9,Onsite,94,84759.0,28,Medium
EMP5578,Dillon Daniel,Marketing,13.4,7.8,9,8,Onsite,96,192870.0,19,High
EMP2629,Kevin Savage,HR,12.0,4.4,high,11,Hybrid,98,77372.0,10,Low
EMP2992,Matthew Gardner,IT,7.8,5.0,6,0,Hybrid,91,160527.0,18,Medium
EMP3399,Matthew Allen,IT,11.6,5.3,7,6,Onsite,47,36877.0,29,High
EMP3015,Matthew Morris,Support,,5.7,9,4,Hybrid,58,196308.0,22,Medium
EMP1314,Michelle Gomez,Operations,ten,6.2,7,12,Onsite,87,61687.0,25,Low
EMP4717,Amy Thompson,Support,10.4,8.8,6,7,Hybrid,87,181710.0,9,Medium
EMP2361,William Williams,HR,11.6,7.3,4,7,Onsite,76,233467.0,10,Low
EMP5640,John Green,IT,7.3,8.7,2,10,Onsite,42,36673.0,4,Low
EMP1113,Richard Lutz,HR,14.3,4.8,5,6,Hybrid,93,151484.0,15,High
EMP1960,Sarah Adams,Operations,9.8,6.4,7,1,Remote,55,,15,Medium
EMP4134,Michael Townsend,HR,7.9,5.5,6,4,Hybrid,60,52921.0,4,Medium
EMP5304,Dr. Jessica Bryant,Support,10.7,3.9,4,11,Onsite,50,221926.0,26,High
EMP5449,Robert Hernandez,HR,13.5,4.1,9,2,Onsite,67,96955.0,27,Medium
EMP5992,Amanda Smith,IT,12.4,7.5,8,10,Hybrid,97,156628.0,10,High
EMP2741,Thomas Morris,Finance,7.8,8.8,4,4,Hybrid,68,230444.0,1,High
EMP3704,Caitlyn Rodriguez,HR,8.9,4.8,8,3,Hybrid,88,120976.0,20,Low
EMP5503,Raymond Brown,,12.8,5.5,2,3,Onsite,54,107994.0,28,Medium
EMP2616,Samantha Hill,IT,9.5,6.2,3,10,Onsite,64,92028.0,12,High
EMP4684,Kevin Diaz,Finance,8.7,5.0,5,9,REMOTE,66,118216.0,25,Medium
EMP5694,Alyssa Monroe,Support,10.4,8.3,8,12,Hybrid,53,119558.0,8,Low
EMP4545,Anna Christian,Support,11.6,8.4,4,10,Remote,78,178615.0,17,Low
EMP3119,Jonathan Weeks,Finance,14.5,8.1,9,2,Remote,48,41912.0,1,Low
EMP4396,Kurt Sullivan,Support,,3.5,2,0,Hybrid,92,62108.0,22,Low
EMP1326,Zachary Bowman,Support,8.2,8.2,8,5,Onsite,67,238772.0,26,High
EMP1604,Jennifer Baldwin,IT,6.3,4.2,4,9,Remote,62,,24,Low
EMP5345,Thomas Knight,Marketing,4.9,3.7,1,0,Remote,91,203537.0,18,Medium
EMP4252,Jason Garcia,IT,5.4,3.4,3,12,Hybrid,93,227707.0,0,High
EMP3776,Kristen Williams,IT,9.6,8.3,7,7,Hybrid,49,73663.0,3,Medium
EMP5494,Katherine Campbell,Sales,11.8,4.2,7,7,Hybrid,98,103853.0,22,Medium
EMP5036,Rebecca Brown,Marketing,11.1,6.9,1,5,Onsite,64,102605.0,9,High
EMP4078,,,5.3,6.3,7,5,Hybrid,80,116852.0,16,Medium
EMP2499,Brian Odom,Finance,10.3,6.7,2,5,Hybrid,58,68409.0,3,Medium
EMP4080,Brandon Martinez,Marketing,5.6,6.0,8,0,Remote,60,208346.0,13,Low
EMP4574,Linda Simmons,Operations,6.3,5.2,9,6,Remote,67,185509.0,8,High
EMP4585,,Operations,14.0,3.5,4,12,Hybrid,73,93343.0,25,Low
EMP2815,Veronica Wallace,Support,6.3,6.4,3,4,Remote,87,203423.0,18,High
